Country Name,Country Code,Time,Time Code,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e) [EN.GHG.CO2.MT.CE.AR5],"GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","Population, total [SP.POP.TOTL]"
Cayman Islands,CYM,1996,YR1996,0.132,..,34143
Cayman Islands,CYM,1997,YR1997,0.1355,..,35543
Cayman Islands,CYM,1998,YR1998,0.1388,..,36922
Cayman Islands,CYM,1999,YR1999,0.1406,..,38284
Cayman Islands,CYM,2000,YR2000,0.1315,..,39674
Cayman Islands,CYM,2001,YR2001,0.1302,..,41089
Cayman Islands,CYM,2002,YR2002,0.1426,..,42514
Cayman Islands,CYM,2003,YR2003,0.1502,..,43934
Cayman Islands,CYM,2004,YR2004,0.1393,..,45352
Cayman Islands,CYM,2005,YR2005,0.1465,..,46788
Cayman Islands,CYM,2006,YR2006,0.1639,92169.884857511,48232
Cayman Islands,CYM,2007,YR2007,0.2048,92300.4727413432,49687
Cayman Islands,CYM,2008,YR2008,0.2223,89338.2864962161,51151
Cayman Islands,CYM,2009,YR2009,0.2269,80594.0775425264,52618
Cayman Islands,CYM,2010,YR2010,0.2466,76259.0297427203,54099
Cayman Islands,CYM,2011,YR2011,0.199,75059.6580678761,55606
Cayman Islands,CYM,2012,YR2012,0.1904,73948.0258173713,57136
Cayman Islands,CYM,2013,YR2013,0.2161,72954.5195878284,58655
Cayman Islands,CYM,2014,YR2014,0.2315,73017.594917444,60160
Cayman Islands,CYM,2015,YR2015,0.2502,73281.0447634718,61642
Cayman Islands,CYM,2016,YR2016,0.2626,73907.2260440292,63100
Cayman Islands,CYM,2017,YR2017,0.2804,74564.7386458281,64535
Cayman Islands,CYM,2018,YR2018,0.2697,76088.8950622285,65941
Cayman Islands,CYM,2019,YR2019,0.3766,77440.552064534,67327
Cayman Islands,CYM,2020,YR2020,0.3056,72149.3268887498,68684
Cayman Islands,CYM,2021,YR2021,0.3381,74150.8580949692,70108
Cayman Islands,CYM,2022,YR2022,0.3395,76359.0908832118,71591
Cayman Islands,CYM,2023,YR2023,0.358,78109.3506593441,73038
Central African Republic,CAF,1992,YR1992,0.1691,1294.20254725767,3058831
Central African Republic,CAF,1993,YR1993,0.1841,1257.8284033824,3157839
Central African Republic,CAF,1994,YR1994,0.193,1278.91509145063,3257954
Central African Republic,CAF,1995,YR1995,0.1983,1334.10322981784,3348052
Central African Republic,CAF,1996,YR1996,0.2158,1247.9687525828,3435965
Central African Republic,CAF,1997,YR1997,0.2159,1278.48826062781,3531700
Central African Republic,CAF,1998,YR1998,0.22,1302.75142830782,3628827
Central African Republic,CAF,1999,YR1999,0.2265,1313.23570902088,3729450
Central African Republic,CAF,2000,YR2000,0.2585,1245.81399563599,3833416
Central African Republic,CAF,2001,YR2001,0.2715,1272.85710758505,3919487
Central African Republic,CAF,2002,YR2002,0.2776,1290.38314917126,4006077
Central African Republic,CAF,2003,YR2003,0.2622,1191.8731520062,4103086
Central African Republic,CAF,2004,YR2004,0.2562,1236.28534712166,4192826
Central African Republic,CAF,2005,YR2005,0.2529,1219.5939445674,4288810
Central African Republic,CAF,2006,YR2006,0.2704,1251.87082171335,4377579
Central African Republic,CAF,2007,YR2007,0.2677,1284.55283590666,4462770
Central African Republic,CAF,2008,YR2008,0.2014,1283.2728263106,4558984
Central African Republic,CAF,2009,YR2009,0.1961,1402.68164770801,4529047
Central African Republic,CAF,2010,YR2010,0.2008,1479.41367757692,4492995
Central African Republic,CAF,2011,YR2011,0.2194,1517.14839091011,4565021
Central African Republic,CAF,2012,YR2012,0.224,1577.98053252253,4610848
Central African Republic,CAF,2013,YR2013,0.1507,996.896355923912,4642419
Central African Republic,CAF,2014,YR2014,0.1621,1001.85598053496,4623182
Central African Republic,CAF,2015,YR2015,0.2315,1043.92171697157,4629320
Central African Republic,CAF,2016,YR2016,0.2492,1073.94477703739,4713663
Central African Republic,CAF,2017,YR2017,0.2593,1103.86609318724,4793511
Central African Republic,CAF,2018,YR2018,0.2692,1125.70091748228,4878657
Central African Republic,CAF,2019,YR2019,0.2915,1145.09563657752,4944703
Central African Republic,CAF,2020,YR2020,0.3031,1136.57052993758,5026628
Central African Republic,CAF,2021,YR2021,0.3084,1128.55237996459,5112100
Central African Republic,CAF,2022,YR2022,0.3528,1137.34726560057,5098039
Central African Republic,CAF,2023,YR2023,0.3684,1135.13627681714,5152421
Chad,TCD,1992,YR1992,0.2458,1340.88183995065,6474656
Chad,TCD,1993,YR1993,0.1274,1103.89182629053,6629146
Chad,TCD,1994,YR1994,0.1428,1188.13632276335,6783450
Chad,TCD,1995,YR1995,0.1471,1150.97353481429,7089064
Chad,TCD,1996,YR1996,0.1534,1125.49116742452,7410108
Chad,TCD,1997,YR1997,0.1593,1148.77238602967,7670366
Chad,TCD,1998,YR1998,0.1618,1187.08066152965,7938840
Chad,TCD,1999,YR1999,0.1656,1138.27400324792,8222705
Chad,TCD,2000,YR2000,0.2422,1089.90302492433,8512093
Chad,TCD,2001,YR2001,0.2418,1176.59889313037,8804124
Chad,TCD,2002,YR2002,0.2622,1232.8086554535,9116192
Chad,TCD,2003,YR2003,0.3955,1358.90017805974,9487833
Chad,TCD,2004,YR2004,0.4553,1736.77382859846,9920036
Chad,TCD,2005,YR2005,0.4812,1957.28859552986,10328092
Chad,TCD,2006,YR2006,0.5,1900.36404487631,10706424
Chad,TCD,2007,YR2007,0.5674,1896.08108351309,11081660
Chad,TCD,2008,YR2008,0.486,1886.77157483487,11476296
Chad,TCD,2009,YR2009,0.4985,1897.33308614465,11893754
Chad,TCD,2010,YR2010,0.5204,2081.13938004022,12312575
Chad,TCD,2011,YR2011,0.6883,2010.61743976991,12754997
Chad,TCD,2012,YR2012,1.2187,2113.64753068828,13210998
Chad,TCD,2013,YR2013,1.3247,2155.7853182587,13691079
Chad,TCD,2014,YR2014,1.4039,2223.71383403694,14188678
Chad,TCD,2015,YR2015,1.6019,2213.6567021564,14647621
Chad,TCD,2016,YR2016,1.6601,2011.05893424751,15114655
Chad,TCD,2017,YR2017,2.1626,1887.50297799522,15622759
Chad,TCD,2018,YR2018,2.2617,1868.47414842895,16156531
Chad,TCD,2019,YR2019,2.3649,1868.01948907901,16685223
Chad,TCD,2020,YR2020,2.1407,1780.56302215584,17224679
Chad,TCD,2021,YR2021,2.1902,1700.16698806139,17828273
Chad,TCD,2022,YR2022,2.507,1688.46017530264,18455316
Chad,TCD,2023,YR2023,2.5714,1679.4615323912,19319064
Channel Islands,CHI,1992,YR1992,..,..,144733
Channel Islands,CHI,1993,YR1993,..,..,144984
Channel Islands,CHI,1994,YR1994,..,..,145163
Channel Islands,CHI,1995,YR1995,..,..,145247
Channel Islands,CHI,1996,YR1996,..,..,145565
Channel Islands,CHI,1997,YR1997,..,..,146214
Channel Islands,CHI,1998,YR1998,..,..,146906
Channel Islands,CHI,1999,YR1999,..,..,147554
Channel Islands,CHI,2000,YR2000,..,..,148110
Channel Islands,CHI,2001,YR2001,..,..,148850
Channel Islands,CHI,2002,YR2002,..,..,149881
Channel Islands,CHI,2003,YR2003,..,..,150960
Channel Islands,CHI,2004,YR2004,..,..,152039
Channel Islands,CHI,2005,YR2005,..,..,153126
Channel Islands,CHI,2006,YR2006,..,..,154214
Channel Islands,CHI,2007,YR2007,..,..,155309
Channel Islands,CHI,2008,YR2008,..,..,156408
Channel Islands,CHI,2009,YR2009,..,..,157511
Channel Islands,CHI,2010,YR2010,..,..,158621
Channel Islands,CHI,2011,YR2011,..,..,159706
Channel Islands,CHI,2012,YR2012,..,..,160767
Channel Islands,CHI,2013,YR2013,..,..,161777
Channel Islands,CHI,2014,YR2014,..,..,162726
Channel Islands,CHI,2015,YR2015,..,..,163454
Channel Islands,CHI,2016,YR2016,..,..,163883
Channel Islands,CHI,2017,YR2017,..,..,164319
Channel Islands,CHI,2018,YR2018,..,..,164949
Channel Islands,CHI,2019,YR2019,..,..,165639
Channel Islands,CHI,2020,YR2020,..,..,166235
Channel Islands,CHI,2021,YR2021,..,..,166741
Channel Islands,CHI,2022,YR2022,..,..,167215
Channel Islands,CHI,2023,YR2023,..,..,167691
Chile,CHL,1992,YR1992,32.8713,12844.6713092475,13884577
Chile,CHL,1993,YR1993,34.9029,13479.629191001,14102276
Chile,CHL,1994,YR1994,38.1352,13946.0713869792,14316256
Chile,CHL,1995,YR1995,41.7853,14971.1325958275,14527381
Chile,CHL,1996,YR1996,47.8879,15765.3303223961,14734046
Chile,CHL,1997,YR1997,54.3526,16705.7265493969,14932434
Chile,CHL,1998,YR1998,54.8565,17179.4112367119,15127799
Chile,CHL,1999,YR1999,57.3902,16918.2226756451,15319313
Chile,CHL,2000,YR2000,53.8516,17548.1927843144,15503635
Chile,CHL,2001,YR2001,51.6573,17893.6731489245,15683849
Chile,CHL,2002,YR2002,52.1922,18264.0576647321,15857925
Chile,CHL,2003,YR2003,54.1194,18927.5936741267,16024752
Chile,CHL,2004,YR2004,58.4938,19988.0915779977,16187322
Chile,CHL,2005,YR2005,59.1361,20945.8866243548,16348778
Chile,CHL,2006,YR2006,60.3531,21997.2698778504,16509195
Chile,CHL,2007,YR2007,67.7449,22908.8064142164,16671581
Chile,CHL,2008,YR2008,71.3169,23540.5298065595,16838988
Chile,CHL,2009,YR2009,68.2181,23043.6809307785,17009731
Chile,CHL,2010,YR2010,72.3154,24148.3114555567,17181464
Chile,CHL,2011,YR2011,79.0676,25399.4452123323,17351816
Chile,CHL,2012,YR2012,81.3404,26705.3791034405,17519119
Chile,CHL,2013,YR2013,85.402,27327.051636334,17687006
Chile,CHL,2014,YR2014,78.6954,27541.0230213935,17864195
Chile,CHL,2015,YR2015,84.3487,27847.74862262,18047625
Chile,CHL,2016,YR2016,88.8319,27995.2953276624,18267221
Chile,CHL,2017,YR2017,89.7172,27929.4755431953,18558868
Chile,CHL,2018,YR2018,89.7848,28529.9262971877,18893191
Chile,CHL,2019,YR2019,95.2152,28255.4410129059,19197744
Chile,CHL,2020,YR2020,87.4782,26282.8917685818,19370624
Chile,CHL,2021,YR2021,89.0743,29132.8779897751,19456334
Chile,CHL,2022,YR2022,88.845,29585.6016724692,19553036
Chile,CHL,2023,YR2023,83.9992,29490.7584920368,19658835
China,CHN,1992,YR1992,2669.7809,2001.25427432785,1164970000
China,CHN,1993,YR1993,2890.2011,2253.05201995372,1178440000
China,CHN,1994,YR1994,3046.9517,2518.15488829059,1191835000
China,CHN,1995,YR1995,3365.8147,2763.79976168459,1204855000
China,CHN,1996,YR1996,3340.3022,3006.36270788632,1217550000
China,CHN,1997,YR1997,3437.3624,3250.61457325231,1230075000
China,CHN,1998,YR1998,3522.1029,3472.17856130428,1241935000
China,CHN,1999,YR1999,3447.8801,3705.97720676034,1252735000
China,CHN,2000,YR2000,3666.951,3989.06189555851,1262645000
China,CHN,2001,YR2001,3844.8357,4290.30208092921,1271850000
China,CHN,2002,YR2002,4150.578,4650.89682139111,1280400000
China,CHN,2003,YR2003,4790.8644,5085.97783096768,1288400000
China,CHN,2004,YR2004,5520.7369,5567.19061247801,1296075000
China,CHN,2005,YR2005,6264.7453,6165.18344017524,1303720000
China,CHN,2006,YR2006,6951.9468,6910.75785854773,1311020000
China,CHN,2007,YR2007,7555.488,7853.09639538115,1317885000
China,CHN,2008,YR2008,7783.4264,8566.96485435217,1324655000
China,CHN,2009,YR2009,8349.8051,9325.65077925533,1331260000
China,CHN,2010,YR2010,9134.0724,10267.8056684447,1337705000
China,CHN,2011,YR2011,9984.4725,11187.1660995211,1345035000
China,CHN,2012,YR2012,10297.905,11985.3171249131,1354190000
China,CHN,2013,YR2013,10792.1384,12830.3699705085,1363240000
China,CHN,2014,YR2014,10916.9228,13696.5174948492,1371860000
China,CHN,2015,YR2015,10776.9127,14575.9347897624,1379860000
China,CHN,2016,YR2016,10805.0515,15485.2130054608,1387790000
China,CHN,2017,YR2017,11037.1271,16461.069929896,1396215000
China,CHN,2018,YR2018,11572.4164,17490.1667301804,1402760000
China,CHN,2019,YR2019,11850.5929,18465.298945245,1407745000
China,CHN,2020,YR2020,12022.433,18833.7847033116,1411100000
China,CHN,2021,YR2021,12621.6147,20406.7296584605,1412360000
China,CHN,2022,YR2022,12526.8263,21011.6171309077,1412175000
China,CHN,2023,YR2023,13259.639,22137.5998277466,1410710000
Colombia,COL,1992,YR1992,57.173,10178.2484752571,33760571
Colombia,COL,1993,YR1993,60.4344,10514.3300161888,34441473
Colombia,COL,1994,YR1994,59.9535,10908.4498732159,35127410
Colombia,COL,1995,YR1995,62.7419,11258.8852928035,35804662
Colombia,COL,1996,YR1996,61.7932,11282.9726861635,36462745
Colombia,COL,1997,YR1997,67.0483,11463.0251304881,37121149
Colombia,COL,1998,YR1998,68.1565,11323.6490392987,37792165
Colombia,COL,1999,YR1999,59.4619,10660.6628897837,38454863
Colombia,COL,2000,YR2000,62.5742,10794.2092517632,39089934
Colombia,COL,2001,YR2001,62.2025,10804.1477584709,39709262
Colombia,COL,2002,YR2002,59.7636,10905.6644606915,40324680
Colombia,COL,2003,YR2003,59.2602,11163.3467064317,40937429
Colombia,COL,2004,YR2004,59.2855,11587.2366945789,41543171
Colombia,COL,2005,YR2005,61.0511,11977.8552796239,42128977
Colombia,COL,2006,YR2006,58.1662,12614.0882820856,42691084
Colombia,COL,2007,YR2007,60.3554,13294.5512205862,43235374
Colombia,COL,2008,YR2008,60.297,13566.8223690089,43758808
Colombia,COL,2009,YR2009,63.7613,13562.5209941023,44271541
Colombia,COL,2010,YR2010,65.7738,14012.0303228776,44777319
Colombia,COL,2011,YR2011,70.794,14825.8819770149,45259614
Colombia,COL,2012,YR2012,71.0704,15252.2293128245,45715810
Colombia,COL,2013,YR2013,80.9287,15883.8689516823,46151584
Colombia,COL,2014,YR2014,82.1711,16450.9717818099,46565429
Colombia,COL,2015,YR2015,83.5227,16791.3805988348,46969940
Colombia,COL,2016,YR2016,85.853,16972.9204854396,47437512
Colombia,COL,2017,YR2017,78.1782,16955.7402315425,48131078
Colombia,COL,2018,YR2018,82.0012,17073.6275499173,49024465
Colombia,COL,2019,YR2019,82.7065,17305.8529037485,49907985
Colombia,COL,2020,YR2020,80.8649,15833.2122549254,50629997
Colombia,COL,2021,YR2021,87.9477,17352.088868182,51188173
Colombia,COL,2022,YR2022,91.7605,18419.0383990604,51737944
Colombia,COL,2023,YR2023,100.8627,18324.9053005691,52321152
Comoros,COM,1992,YR1992,0.0403,2955.59819582048,465113
Comoros,COM,1993,YR1993,0.0394,2989.37067901348,473682
Comoros,COM,1994,YR1994,0.0393,2781.94235300127,482142
Comoros,COM,1995,YR1995,0.0403,2832.76455694623,490586
Comoros,COM,1996,YR1996,0.0418,2748.43639322757,499107
Comoros,COM,1997,YR1997,0.0419,2810.38336463142,507777
Comoros,COM,1998,YR1998,0.0529,2797.82915919835,516597
Comoros,COM,1999,YR1999,0.0545,2801.3002710942,525886
Comoros,COM,2000,YR2000,0.0909,3046.13434818734,536080
Comoros,COM,2001,YR2001,0.0964,3053.73965529134,547220
Comoros,COM,2002,YR2002,0.0998,3059.31015568292,558923
Comoros,COM,2003,YR2003,0.1294,3064.05657264856,569798
Comoros,COM,2004,YR2004,0.1401,3064.22638568252,580704
Comoros,COM,2005,YR2005,0.1358,3087.51661967786,592677
Comoros,COM,2006,YR2006,0.1633,3105.95685870731,604753
Comoros,COM,2007,YR2007,0.1069,3069.02472651577,616927
Comoros,COM,2008,YR2008,0.1071,3127.93079858258,629307
Comoros,COM,2009,YR2009,0.133,3165.71371028549,641947
Comoros,COM,2010,YR2010,0.1566,3220.64298000629,654836
Comoros,COM,2011,YR2011,0.1421,3287.71724408205,668056
Comoros,COM,2012,YR2012,0.1474,3324.33949142027,681630
Comoros,COM,2013,YR2013,0.1768,3400.17312855389,696192
Comoros,COM,2014,YR2014,0.155,3397.09258757941,711503
Comoros,COM,2015,YR2015,0.1698,3364.29622883082,726682
Comoros,COM,2016,YR2016,0.1984,3405.43519935153,741741
Comoros,COM,2017,YR2017,0.2552,3465.63055618837,756669
Comoros,COM,2018,YR2018,0.2787,3522.40501551473,771590
Comoros,COM,2019,YR2019,0.3185,3516.12668473385,786578
Comoros,COM,2020,YR2020,0.3344,3441.07041189391,802163
Comoros,COM,2021,YR2021,0.3403,3441.21155585858,818174
Comoros,COM,2022,YR2022,0.3172,3463.00574300891,834188
Comoros,COM,2023,YR2023,0.3177,3498.80327064529,850387
"Congo, Dem. Rep.",COD,1992,YR1992,1.6281,1664.75365186845,39228910
"Congo, Dem. Rep.",COD,1993,YR1993,1.5698,1389.95086948413,40656336
"Congo, Dem. Rep.",COD,1994,YR1994,2.4828,1273.99458750971,42626876
"Congo, Dem. Rep.",COD,1995,YR1995,2.3151,1230.74487636898,44433704
"Congo, Dem. Rep.",COD,1996,YR1996,2.5595,1194.95910249323,45296124
"Congo, Dem. Rep.",COD,1997,YR1997,2.5666,1109.85845653437,46029902
"Congo, Dem. Rep.",COD,1998,YR1998,2.5554,1062.56870694788,47297600
"Congo, Dem. Rep.",COD,1999,YR1999,2.3613,983.602225782557,48912971
"Congo, Dem. Rep.",COD,2000,YR2000,1.8763,886.720759311299,50507442
"Congo, Dem. Rep.",COD,2001,YR2001,1.824,841.035651373731,52132646
"Congo, Dem. Rep.",COD,2002,YR2002,1.9136,839.766208262362,53750524
"Congo, Dem. Rep.",COD,2003,YR2003,2.3182,861.08157428731,55343867
"Congo, Dem. Rep.",COD,2004,YR2004,2.2141,892.435291107776,56997741
"Congo, Dem. Rep.",COD,2005,YR2005,2.4821,918.534842356332,58775724
"Congo, Dem. Rep.",COD,2006,YR2006,2.5509,938.04116408319,60615908
"Congo, Dem. Rep.",COD,2007,YR2007,2.818,967.054152909544,62477752
"Congo, Dem. Rep.",COD,2008,YR2008,2.8914,996.744118078631,64390664
"Congo, Dem. Rep.",COD,2009,YR2009,2.8093,993.997785686778,66412044
"Congo, Dem. Rep.",COD,2010,YR2010,2.9444,1031.25015320943,68563038
"Congo, Dem. Rep.",COD,2011,YR2011,3.3678,1066.57951450382,70849311
"Congo, Dem. Rep.",COD,2012,YR2012,3.0152,1104.66400652934,73254618
"Congo, Dem. Rep.",COD,2013,YR2013,4.1936,1158.28192977491,75789395
"Congo, Dem. Rep.",COD,2014,YR2014,5.386,1225.70218711959,78403242
"Congo, Dem. Rep.",COD,2015,YR2015,3.4909,1267.90548678227,81035531
"Congo, Dem. Rep.",COD,2016,YR2016,2.6899,1253.15815656727,83956415
"Congo, Dem. Rep.",COD,2017,YR2017,3.1292,1253.18734939772,87083398
"Congo, Dem. Rep.",COD,2018,YR2018,3.1027,1282.48227896626,90047644
"Congo, Dem. Rep.",COD,2019,YR2019,3.3545,1296.94757256244,92947442
"Congo, Dem. Rep.",COD,2020,YR2020,3.4582,1277.63286345756,95989998
"Congo, Dem. Rep.",COD,2021,YR2021,3.5103,1313.61821829086,99148932
"Congo, Dem. Rep.",COD,2022,YR2022,3.892,1385.46472380959,102396968
"Congo, Dem. Rep.",COD,2023,YR2023,3.7995,1455.8356229714,105789731
"Congo, Rep.",COG,1992,YR1992,2.3727,8636.63719209923,2519465
"Congo, Rep.",COG,1993,YR1993,2.3418,8302.69726834941,2595124
"Congo, Rep.",COG,1994,YR1994,2.1439,7617.60750274811,2673144
"Congo, Rep.",COG,1995,YR1995,2.73,7701.32468533336,2749461
"Congo, Rep.",COG,1996,YR1996,3.2862,7812.04779971641,2826785
"Congo, Rep.",COG,1997,YR1997,3.3841,7599.04815388587,2887862
"Congo, Rep.",COG,1998,YR1998,4.0263,7711.6321257605,2952061
"Congo, Rep.",COG,1999,YR1999,4.1687,7312.32665071621,3032874
"Congo, Rep.",COG,2000,YR2000,4.5115,7570.58279297342,3151345
"Congo, Rep.",COG,2001,YR2001,4.3985,7567.43916817104,3272537
"Congo, Rep.",COG,2002,YR2002,2.8591,7729.3889014189,3350771
"Congo, Rep.",COG,2003,YR2003,3.5661,7577.45630456352,3445753
"Congo, Rep.",COG,2004,YR2004,3.6194,7577.44597274153,3565554
"Congo, Rep.",COG,2005,YR2005,4.3302,7876.11806658285,3696393
"Congo, Rep.",COG,2006,YR2006,4.8172,8192.57979719023,3837409
"Congo, Rep.",COG,2007,YR2007,4.2643,7375.82454100145,3980430
"Congo, Rep.",COG,2008,YR2008,4.4317,7587.28826163492,4113517
"Congo, Rep.",COG,2009,YR2009,4.9158,8138.45033818822,4281219
"Congo, Rep.",COG,2010,YR2010,5.2909,8583.66179834288,4462290
"Congo, Rep.",COG,2011,YR2011,4.8506,8492.42098392103,4609724
"Congo, Rep.",COG,2012,YR2012,4.4786,9079.68656400891,4740450
"Congo, Rep.",COG,2013,YR2013,5.4382,8798.49382506314,4857099
"Congo, Rep.",COG,2014,YR2014,5.2762,9159.25664414045,4975880
"Congo, Rep.",COG,2015,YR2015,5.7499,8977.70681641417,5097581
"Congo, Rep.",COG,2016,YR2016,5.5898,8001.8255194505,5222536
"Congo, Rep.",COG,2017,YR2017,5.5307,7372.77046737599,5351011
"Congo, Rep.",COG,2018,YR2018,6.3865,7029.33651566257,5483118
"Congo, Rep.",COG,2019,YR2019,7.202,6939.36913397466,5616661
"Congo, Rep.",COG,2020,YR2020,7.3686,6350.50913409722,5752791
"Congo, Rep.",COG,2021,YR2021,7.0188,6263.21161292636,5892183
"Congo, Rep.",COG,2022,YR2022,7.7196,6205.1050414034,6035104
"Congo, Rep.",COG,2023,YR2023,7.2508,6172.28776650683,6182885
Costa Rica,CRI,1992,YR1992,4.2417,11631.4373378568,3284258
Costa Rica,CRI,1993,YR1993,4.2635,12149.2547987991,3367434
Costa Rica,CRI,1994,YR1994,5.0028,12390.3559925768,3451122
Costa Rica,CRI,1995,YR1995,4.966,12598.2091560468,3535176
Costa Rica,CRI,1996,YR1996,4.7421,12472.5551592084,3619013
Costa Rica,CRI,1997,YR1997,4.6763,12861.6711437741,3701711
Costa Rica,CRI,1998,YR1998,5.1709,13486.3944817459,3782838
Costa Rica,CRI,1999,YR1999,5.1614,13766.3694535927,3862101
Costa Rica,CRI,2000,YR2000,5.1197,14024.2902857893,3937739
Costa Rica,CRI,2001,YR2001,5.5204,14256.1022350212,4008947
Costa Rica,CRI,2002,YR2002,5.6342,14501.7291624737,4075705
Costa Rica,CRI,2003,YR2003,6.0563,14897.2329285759,4138784
Costa Rica,CRI,2004,YR2004,6.1673,15329.3532669229,4200078
Costa Rica,CRI,2005,YR2005,6.3528,15710.1771666655,4261240
Costa Rica,CRI,2006,YR2006,6.902,16626.7129046883,4321340
Costa Rica,CRI,2007,YR2007,7.6997,17750.6446091091,4380248
Costa Rica,CRI,2008,YR2008,7.635,18341.269111334,4440056
Costa Rica,CRI,2009,YR2009,7.3266,17939.7114434142,4499791
Costa Rica,CRI,2010,YR2010,7.2454,18668.3047047966,4555962
Costa Rica,CRI,2011,YR2011,7.7059,19262.5341654911,4609833
Costa Rica,CRI,2012,YR2012,7.6448,19968.692620466,4663934
Costa Rica,CRI,2013,YR2013,7.9452,20240.2738082778,4716147
Costa Rica,CRI,2014,YR2014,8.056,20733.1234611091,4767119
Costa Rica,CRI,2015,YR2015,7.77,21263.1954729748,4818038
Costa Rica,CRI,2016,YR2016,8.2435,21934.2769292519,4866998
Costa Rica,CRI,2017,YR2017,8.3908,22631.5061118079,4913177
Costa Rica,CRI,2018,YR2018,8.4537,23014.4162818696,4957818
Costa Rica,CRI,2019,YR2019,8.2067,23374.0295195047,4999553
Costa Rica,CRI,2020,YR2020,7.1803,22220.6515262284,5034320
Costa Rica,CRI,2021,YR2021,8.0185,23862.3648715793,5059988
Costa Rica,CRI,2022,YR2022,8.09,24841.5462660993,5081765
Costa Rica,CRI,2023,YR2023,8.5733,25989.9098073719,5105525
Cote d'Ivoire,CIV,1992,YR1992,3.052,4843.29349256353,13200310
Cote d'Ivoire,CIV,1993,YR1993,3.2383,4645.46750871805,13735951
Cote d'Ivoire,CIV,1994,YR1994,3.3845,4502.45953404415,14287201
Cote d'Ivoire,CIV,1995,YR1995,3.7028,4638.75732482502,14855565
Cote d'Ivoire,CIV,1996,YR1996,4.632,4807.42428178026,15442312
Cote d'Ivoire,CIV,1997,YR1997,5.6389,5072.59703802667,16047170
Cote d'Ivoire,CIV,1998,YR1998,5.4646,5093.13169438529,16663948
Cote d'Ivoire,CIV,1999,YR1999,7.2971,4987.35708530265,17215935
Cote d'Ivoire,CIV,2000,YR2000,6.9671,4838.34023729938,17699004
Cote d'Ivoire,CIV,2001,YR2001,6.9869,4609.14469395303,18178913
Cote d'Ivoire,CIV,2002,YR2002,7.3873,4368.92808837279,18654771
Cote d'Ivoire,CIV,2003,YR2003,5.8143,4060.00038038427,19125542
Cote d'Ivoire,CIV,2004,YR2004,5.9957,4088.94517328472,19595000
Cote d'Ivoire,CIV,2005,YR2005,6.3955,4032.24588029846,20068458
Cote d'Ivoire,CIV,2006,YR2006,6.2786,4049.26032962496,20546802
Cote d'Ivoire,CIV,2007,YR2007,6.2348,3999.69095682208,21030558
Cote d'Ivoire,CIV,2008,YR2008,6.9184,4096.72346918931,21514439
Cote d'Ivoire,CIV,2009,YR2009,6.4112,4151.05360874982,21997940
Cote d'Ivoire,CIV,2010,YR2010,7.3148,4338.65248394142,22488065
Cote d'Ivoire,CIV,2011,YR2011,7.0784,4017.40782040208,22982000
Cote d'Ivoire,CIV,2012,YR2012,9.0201,4234.18055593319,23467078
Cote d'Ivoire,CIV,2013,YR2013,9.801,4597.18635239866,23939775
Cote d'Ivoire,CIV,2014,YR2014,10.4591,4907.57450294516,24527395
Cote d'Ivoire,CIV,2015,YR2015,11.265,5110.86240809881,25246342
Cote d'Ivoire,CIV,2016,YR2016,11.4035,5320.84646239855,25989405
Cote d'Ivoire,CIV,2017,YR2017,12.3298,5556.11366322898,26733372
Cote d'Ivoire,CIV,2018,YR2018,12.3429,5670.20005356688,27464173
Cote d'Ivoire,CIV,2019,YR2019,13.1903,5894.87874674153,28193009
Cote d'Ivoire,CIV,2020,YR2020,13.0806,5787.81533309018,28915449
Cote d'Ivoire,CIV,2021,YR2021,14.5134,6045.20480490879,29639736
Cote d'Ivoire,CIV,2022,YR2022,14.7633,6261.53314478398,30395002
Cote d'Ivoire,CIV,2023,YR2023,14.4125,6485.31584901747,31165654
Croatia,HRV,1992,YR1992,16.389,17004.8160688461,4575818
Croatia,HRV,1993,YR1993,16.7025,15556.2956026153,4600463
Croatia,HRV,1994,YR1994,15.9994,16286.9830030548,4652024
Croatia,HRV,1995,YR1995,16.5559,17508.146179804,4620030
Croatia,HRV,1996,YR1996,17.2599,18834.2716639122,4557097
Croatia,HRV,1997,YR1997,18.3178,20093.7535550309,4534920
Croatia,HRV,1998,YR1998,19.0247,20558.8258074151,4532135
Croatia,HRV,1999,YR1999,19.9174,20472.6014514979,4512597
Croatia,HRV,2000,YR2000,19.3746,21284.496904604,4468302
Croatia,HRV,2001,YR2001,20.5402,22807.60059677,4299642
Croatia,HRV,2002,YR2002,21.356,24116.9984177478,4302174
Croatia,HRV,2003,YR2003,22.7453,25452.6753780027,4303399
Croatia,HRV,2004,YR2004,22.7261,26506.7777972679,4304600
Croatia,HRV,2005,YR2005,22.8484,27618.1698212974,4310145
Croatia,HRV,2006,YR2006,23.0343,29014.7517253293,4311159
Croatia,HRV,2007,YR2007,24.5036,30486.3348710149,4310217
Croatia,HRV,2008,YR2008,23.3195,31090.1789642908,4309705
Croatia,HRV,2009,YR2009,21.6709,29002.152043896,4305181
Croatia,HRV,2010,YR2010,20.9387,28680.2188076006,4295427
Croatia,HRV,2011,YR2011,20.4523,28751.2801916036,4280622
Croatia,HRV,2012,YR2012,18.7854,28236.9039593542,4260368
Croatia,HRV,2013,YR2013,18.3791,28377.6334107724,4233922
